x,y,image_name
122,271,10505.png
122,271,10506.png
122,271,10507.png
122,271,10508.png
115,276,10509.png
74,325,1051.png
115,276,10510.png
115,276,10511.png
115,276,10512.png
115,276,10513.png
115,276,10514.png
115,276,10515.png
115,276,10516.png
113,279,10517.png
113,279,10518.png
113,279,10519.png
75,325,1052.png
113,280,10520.png
113,280,10521.png
113,280,10522.png
113,280,10523.png
113,280,10524.png
113,280,10525.png
113,280,10526.png
113,280,10527.png
113,280,10528.png
113,280,10529.png
76,325,1053.png
114,280,10530.png
113,280,10531.png
113,280,10532.png
103,282,10533.png
103,282,10534.png
103,282,10535.png
103,282,10536.png
103,282,10537.png
103,282,10538.png
103,282,10539.png
77,323,1054.png
103,279,10540.png
102,285,10541.png
99,285,10542.png
99,285,10543.png
99,285,10544.png
99,285,10545.png
99,285,10546.png
99,285,10547.png
99,285,10548.png
99,285,10549.png
74,326,1055.png
100,285,10550.png
100,285,10551.png
100,285,10552.png
100,285,10553.png
100,285,10554.png
100,285,10555.png
100,285,10556.png
100,285,10557.png
103,285,10558.png
103,285,10559.png
75,323,1056.png
103,283,10560.png
103,283,10561.png
103,283,10562.png
103,283,10563.png
103,283,10564.png
103,283,10565.png
107,283,10566.png
107,283,10567.png
107,283,10568.png
107,283,10569.png
75,325,1057.png
106,286,10570.png
106,285,10571.png
106,285,10572.png
106,285,10573.png
106,285,10574.png
106,285,10575.png
106,285,10576.png
106,285,10577.png
106,285,10578.png
106,285,10579.png
76,325,1058.png
107,285,10580.png
112,276,10581.png
112,276,10582.png
112,276,10583.png
112,276,10584.png
112,276,10585.png
112,276,10586.png
112,276,10587.png
112,276,10588.png
117,271,10589.png
75,323,1059.png
114,268,10590.png
114,268,10591.png
114,268,10592.png
114,268,10593.png
114,268,10594.png
114,268,10595.png
114,268,10596.png
114,268,10597.png
114,268,10598.png
114,268,10599.png
74,324,1060.png
113,268,10600.png
117,268,10601.png
117,270,10602.png
117,270,10603.png
117,270,10604.png
118,259,10605.png
118,259,10606.png
118,259,10607.png
118,259,10608.png
118,259,10609.png
77,325,1061.png
119,260,10610.png
119,260,10611.png
119,260,10612.png
119,252,10613.png
119,252,10614.png
119,252,10615.png
119,252,10616.png
119,252,10617.png
119,252,10618.png
119,252,10619.png
78,325,1062.png
121,253,10620.png
121,253,10621.png
121,253,10622.png
121,253,10623.png
121,253,10624.png
121,253,10625.png
121,253,10626.png
121,253,10627.png
121,253,10628.png
128,244,10629.png
77,323,1063.png
127,244,10630.png
127,244,10631.png
127,244,10632.png
127,244,10633.png
127,244,10634.png
127,244,10635.png
127,244,10636.png
129,244,10637.png
129,244,10638.png
129,244,10639.png
76,325,1064.png
129,244,10640.png
129,244,10641.png
129,244,10642.png
129,244,10643.png
129,244,10644.png
129,244,10645.png
129,244,10646.png
129,244,10647.png
129,244,10648.png
129,244,10649.png
78,323,1065.png
129,242,10650.png
129,242,10651.png
130,242,10652.png
137,244,10653.png
137,244,10654.png
137,244,10655.png
137,244,10656.png
137,244,10657.png
137,244,10658.png
137,244,10659.png
77,322,1066.png
135,245,10660.png
141,246,10661.png
141,246,10662.png
141,246,10663.png
141,246,10664.png
141,246,10665.png
141,246,10666.png
141,246,10667.png
141,246,10668.png
141,246,10669.png
77,323,1067.png
142,245,10670.png
142,245,10671.png
142,245,10672.png
142,245,10673.png
142,245,10674.png
142,245,10675.png
142,245,10676.png
150,260,10677.png
150,260,10678.png
149,260,10679.png
75,325,1068.png
150,259,10680.png
150,259,10681.png
150,259,10682.png
150,259,10683.png
151,258,10684.png
153,259,10685.png
153,259,10686.png
153,259,10687.png
150,258,10688.png
150,258,10689.png
77,323,1069.png
150,258,10690.png
150,258,10691.png
150,258,10692.png
150,258,10693.png
150,258,10694.png
150,258,10695.png
150,258,10696.png
79,323,1070.png
78,323,1071.png
78,323,1072.png
78,323,1073.png
79,323,1074.png
77,323,1075.png
77,323,1076.png
82,320,1077.png
82,320,1078.png
82,320,1079.png
82,320,1080.png
82,320,1081.png
82,320,1082.png
82,320,1083.png
82,320,1084.png
84,320,1085.png
84,320,1086.png
84,320,1087.png
84,320,1088.png
84,320,1089.png
84,320,1090.png
84,320,1091.png
84,320,1092.png
84,320,1093.png
84,320,1094.png
84,320,1095.png
84,320,1096.png
84,320,1097.png
84,320,1098.png
84,320,1099.png
84,320,1100.png
91,317,1101.png
91,317,1102.png
91,317,1103.png
91,317,1104.png
91,317,1105.png
91,317,1106.png
91,317,1107.png
91,317,1108.png
91,317,1109.png
91,317,1110.png
91,317,1111.png
98,319,1112.png
98,319,1113.png
99,317,1114.png
99,317,1115.png
99,317,1116.png
99,318,1117.png
99,318,1118.png
99,318,1119.png
99,318,1120.png
99,318,1121.png
99,318,1122.png
99,318,1123.png
99,318,1124.png
111,315,1125.png
111,315,1126.png
111,315,1127.png
111,315,1128.png
111,315,1129.png
111,315,1130.png
111,315,1131.png
111,315,1132.png
118,316,1133.png
118,316,1134.png
118,316,1135.png
118,316,1136.png
118,316,1137.png
118,316,1138.png
118,316,1139.png
118,316,1140.png
119,314,1141.png
119,314,1142.png
119,314,1143.png
119,314,1144.png
119,314,1145.png
119,314,1146.png
119,314,1147.png
119,314,1148.png
134,314,1149.png
134,314,1150.png
134,314,1151.png
134,314,1152.png
134,314,1153.png
134,314,1154.png
134,314,1155.png
134,314,1156.png
141,314,1157.png
141,314,1158.png
141,314,1159.png
141,314,1160.png
141,314,1161.png
141,314,1162.png
141,314,1163.png
141,314,1164.png
141,314,1165.png
141,314,1166.png
141,314,1167.png
141,314,1168.png
141,314,1169.png
141,314,1170.png
141,314,1171.png
141,314,1172.png
156,311,1173.png
156,311,1174.png
156,311,1175.png
156,311,1176.png
156,311,1177.png
156,311,1178.png
156,311,1179.png
156,311,1180.png
165,311,1181.png
165,311,1182.png
165,311,1183.png
166,308,1184.png
166,308,1185.png
165,310,1186.png
165,310,1187.png
165,310,1188.png
165,310,1189.png
165,310,1190.png
165,310,1191.png
165,310,1192.png
165,310,1193.png
165,310,1194.png
165,310,1195.png
165,310,1196.png
184,307,1197.png
184,307,1198.png
184,307,1199.png
184,307,1200.png
184,307,1201.png
184,307,1202.png
184,307,1203.png
184,307,1204.png
194,307,1205.png
194,307,1206.png
194,307,1207.png
194,307,1208.png
194,307,1209.png
194,307,1210.png
194,307,1211.png
194,307,1212.png
194,307,1213.png
194,307,1214.png
194,307,1215.png
194,307,1216.png
194,307,1217.png
194,307,1218.png
194,307,1219.png
194,307,1220.png
209,303,1221.png
207,303,1222.png
207,303,1223.png
207,303,1224.png
207,303,1225.png
207,303,1226.png
207,303,1227.png
207,303,1228.png
217,302,1229.png
216,301,1230.png
216,301,1231.png
216,301,1232.png
216,301,1233.png
216,301,1234.png
216,301,1235.png
216,301,1236.png
216,301,1237.png
216,301,1238.png
216,301,1239.png
216,301,1240.png
216,301,1241.png
216,301,1242.png
216,301,1243.png
216,301,1244.png
231,300,1245.png
231,300,1246.png
231,300,1247.png
231,300,1248.png
231,300,1249.png
231,300,1250.png
231,300,1251.png
231,300,1252.png
238,297,1253.png
238,297,1254.png
238,297,1255.png
238,297,1256.png
238,297,1257.png
238,297,1258.png
238,297,1259.png
238,297,1260.png
238,297,1261.png
238,297,1262.png
238,297,1263.png
238,297,1264.png
238,297,1265.png
238,297,1266.png
238,297,1267.png
238,301,1268.png
251,299,1269.png
252,299,1270.png
252,299,1271.png
252,299,1272.png
252,299,1273.png
252,299,1274.png
252,299,1275.png
252,299,1276.png
258,298,1277.png
258,298,1278.png
258,298,1279.png
258,298,1280.png
258,298,1281.png
258,298,1282.png
258,298,1283.png
258,298,1284.png
258,298,1285.png
258,298,1286.png
258,298,1287.png
258,298,1288.png
258,298,1289.png
258,298,1290.png
258,298,1291.png
258,298,1292.png
268,297,1293.png
268,297,1294.png
268,297,1295.png
268,297,1296.png
268,297,1297.png
268,297,1298.png
268,297,1299.png
268,297,1300.png
268,297,1301.png
272,297,1302.png
272,297,1303.png
272,297,1304.png
272,297,1305.png
272,297,1306.png
272,297,1307.png
272,297,1308.png
272,297,1309.png
272,297,1310.png
272,297,1311.png
272,297,1312.png
272,297,1313.png
272,297,1314.png
272,297,1315.png
272,297,1316.png
280,301,1317.png
279,302,1318.png
279,302,1319.png
279,302,1320.png
279,302,1321.png
279,302,1322.png
279,302,1323.png
279,302,1324.png
279,302,1325.png
279,302,1326.png
279,302,1327.png
279,302,1328.png
279,302,1329.png
279,302,1330.png
279,302,1331.png
279,302,1332.png
279,302,1333.png
279,302,1334.png
279,302,1335.png
279,302,1336.png
279,302,1337.png
279,302,1338.png
279,302,1339.png
279,302,1340.png
279,302,1341.png
281,308,1342.png
281,308,1343.png
281,308,1344.png
284,312,1345.png
284,310,1346.png
284,310,1347.png
284,310,1348.png
284,310,1349.png
284,310,1350.png
286,315,1351.png
287,315,1352.png
286,314,1353.png
286,314,1354.png
286,314,1355.png
286,314,1356.png
286,314,1357.png
286,314,1358.png
286,314,1359.png
286,314,1360.png
286,314,1361.png
286,314,1362.png
286,314,1363.png
286,314,1364.png
284,322,1365.png
284,322,1366.png
285,326,1367.png
285,326,1368.png
285,326,1369.png
285,326,1370.png
285,326,1371.png
285,326,1372.png
285,331,1373.png
285,331,1374.png
285,331,1375.png
285,331,1376.png
285,331,1377.png
285,331,1378.png
285,331,1379.png
285,331,1380.png
285,331,1381.png
284,330,1382.png
284,330,1383.png
284,330,1384.png
284,330,1385.png
284,330,1386.png
284,330,1387.png
284,331,1388.png
284,342,1389.png
284,342,1390.png
284,342,1391.png
283,342,1392.png
283,342,1393.png
285,342,1394.png
285,342,1395.png
285,342,1396.png
285,351,1397.png
287,345,1398.png
287,349,1399.png
285,348,1400.png
285,348,1401.png
285,348,1402.png
286,348,1403.png
286,348,1404.png
286,348,1405.png
284,348,1406.png
284,348,1407.png
285,348,1408.png
285,348,1409.png
285,348,1410.png
285,348,1411.png
286,348,1412.png
288,363,1413.png
288,363,1414.png
287,363,1415.png
287,363,1416.png
288,362,1417.png
288,362,1418.png
288,362,1419.png
288,362,1420.png
289,369,1421.png
289,369,1422.png
288,369,1423.png
288,369,1424.png
288,369,1425.png
289,369,1426.png
289,367,1427.png
289,367,1428.png
289,367,1429.png
289,367,1430.png
289,367,1431.png
289,367,1432.png
291,367,1433.png
288,367,1434.png
291,368,1435.png
288,369,1436.png
291,381,1437.png
291,381,1438.png
291,381,1439.png
291,381,1440.png
291,381,1441.png
290,381,1442.png
290,381,1443.png
290,381,1444.png
291,388,1445.png
291,388,1446.png
291,388,1447.png
291,388,1448.png
291,388,1449.png
294,388,1450.png
292,388,1451.png
291,388,1452.png
291,388,1453.png
293,388,1454.png
291,388,1455.png
293,388,1456.png
293,388,1458.png
293,388,1459.png
291,388,1460.png
295,407,1461.png
295,407,1462.png
295,407,1463.png
295,407,1464.png
295,407,1465.png
295,407,1466.png
295,407,1467.png
295,407,1468.png
299,415,1469.png
295,415,1470.png
297,415,1471.png
297,415,1472.png
297,415,1473.png
297,415,1474.png
297,415,1475.png
297,415,1476.png
297,415,1477.png
296,415,1478.png
296,415,1479.png
296,415,1480.png
296,415,1481.png
296,415,1482.png
296,415,1483.png
296,415,1484.png
297,436,1485.png
297,434,1486.png
298,434,1487.png
298,434,1488.png
298,434,1489.png
298,434,1490.png
298,434,1491.png
298,434,1492.png
298,441,1493.png
298,441,1494.png
298,442,1495.png
298,442,1496.png
298,442,1497.png
298,442,1498.png
298,442,1499.png
298,442,1500.png
298,442,1501.png
298,442,1502.png
298,442,1503.png
298,442,1504.png
298,442,1505.png
298,442,1506.png
298,442,1507.png
298,442,1508.png
300,461,1509.png
300,461,1510.png
301,461,1511.png
301,461,1512.png
301,461,1513.png
301,461,1514.png
301,461,1515.png
301,461,1516.png
303,470,1517.png
303,470,1518.png
303,470,1519.png
303,470,1520.png
303,470,1521.png
303,470,1522.png
303,470,1523.png
303,470,1524.png
303,470,1525.png
303,470,1526.png
304,470,1527.png
302,470,1528.png
301,470,1529.png
303,470,1530.png
303,470,1531.png
303,473,1532.png
305,489,1533.png
305,486,1534.png
305,486,1535.png
305,486,1536.png
301,487,1537.png
304,487,1538.png
304,487,1539.png
304,487,1540.png
303,495,1541.png
304,495,1542.png
304,495,1543.png
306,495,1544.png
303,494,1545.png
304,494,1546.png
306,494,1547.png
306,494,1548.png
306,495,1549.png
306,495,1550.png
306,498,1551.png
305,496,1552.png
305,496,1553.png
305,496,1554.png
305,496,1555.png
305,496,1556.png
309,509,1557.png
309,507,1558.png
306,507,1559.png
306,507,1560.png
306,507,1561.png
306,507,1562.png
306,507,1563.png
306,507,1564.png
254,502,1941.png
254,502,1942.png
254,501,1943.png
255,504,1944.png
253,500,1945.png
253,500,1946.png
253,500,1947.png
253,500,1948.png
248,491,1949.png
250,491,1950.png
253,491,1951.png
250,491,1952.png
253,491,1953.png
251,491,1954.png
251,490,1955.png
251,490,1956.png
251,491,1957.png
251,486,1958.png
251,489,1959.png
252,487,1960.png
252,490,1961.png
249,490,1962.png
249,490,1963.png
251,490,1964.png
249,470,1965.png
248,467,1966.png
250,469,1967.png
248,469,1968.png
249,469,1969.png
248,469,1970.png
249,469,1971.png
248,469,1972.png
249,459,1973.png
249,459,1974.png
249,459,1975.png
247,459,1976.png
247,459,1977.png
247,459,1978.png
249,459,1979.png
247,459,1980.png
250,459,1981.png
245,458,1982.png
249,458,1983.png
249,452,1984.png
249,460,1985.png
246,456,1986.png
249,457,1987.png
247,457,1988.png
246,435,1989.png
246,435,1990.png
245,435,1991.png
245,435,1992.png
245,435,1993.png
245,435,1994.png
245,435,1995.png
245,435,1996.png
243,423,1997.png
248,425,1998.png
243,423,1999.png
247,423,2000.png
242,423,2001.png
244,425,2002.png
246,425,2003.png
245,425,2004.png
243,422,2005.png
245,422,2006.png
245,422,2007.png
244,422,2008.png
246,422,2009.png
244,422,2010.png
240,419,2011.png
244,420,2012.png
243,400,2013.png
243,401,2014.png
243,401,2015.png
243,401,2016.png
245,401,2017.png
242,401,2018.png
242,401,2019.png
244,401,2020.png
244,401,2021.png
242,395,2022.png
242,389,2023.png
242,390,2024.png
244,393,2025.png
243,392,2026.png
243,392,2027.png
243,392,2028.png
240,392,2029.png
245,392,2030.png
243,392,2031.png
243,392,2032.png
242,394,2033.png
242,387,2034.png
243,393,2035.png
243,393,2036.png
240,372,2037.png
242,372,2038.png
242,372,2039.png
242,372,2040.png
242,372,2041.png
242,371,2042.png
237,370,2043.png
238,370,2044.png
240,359,2045.png
240,359,2046.png
240,359,2047.png
240,359,2048.png
239,360,2049.png
239,360,2050.png
239,360,2051.png
239,360,2052.png
241,360,2053.png
239,360,2054.png
239,360,2055.png
239,360,2056.png
239,360,2057.png
239,360,2058.png
239,360,2059.png
242,361,2060.png
232,338,2061.png
232,338,2062.png
235,337,2063.png
235,337,2064.png
235,337,2065.png
233,336,2066.png
233,336,2067.png
233,336,2068.png
229,325,2069.png
229,325,2070.png
229,325,2071.png
231,325,2072.png
229,325,2073.png
232,325,2074.png
232,325,2075.png
231,325,2076.png
231,325,2077.png
231,325,2078.png
232,325,2079.png
231,325,2080.png
231,325,2081.png
231,325,2082.png
229,325,2083.png
234,325,2084.png
228,308,2085.png
228,308,2086.png
228,308,2087.png
228,308,2088.png
228,308,2089.png
229,307,2090.png
229,307,2091.png
229,307,2092.png
224,296,2093.png
224,296,2094.png
228,296,2095.png
228,296,2096.png
228,296,2097.png
228,296,2098.png
231,297,2099.png
229,297,2100.png
226,296,2101.png
226,296,2102.png
226,296,2103.png
225,296,2104.png
225,296,2105.png
228,296,2106.png
228,294,2107.png
229,296,2108.png
229,284,2111.png
229,284,2112.png
229,285,2114.png
229,286,2115.png
229,286,2116.png
228,275,2117.png
228,275,2118.png
228,275,2119.png
229,273,2120.png
228,276,2121.png
228,276,2122.png
228,276,2123.png
229,276,2124.png
229,276,2125.png
229,276,2126.png
226,276,2127.png
232,277,2128.png
225,276,2129.png
229,277,2130.png
229,277,2131.png
229,277,2132.png
228,268,2133.png
228,266,2134.png
231,266,2135.png
230,264,2136.png
230,264,2137.png
228,264,2138.png
228,264,2139.png
228,264,2140.png
228,264,2141.png
228,255,2142.png
229,256,2143.png
229,256,2144.png
229,256,2145.png
229,256,2146.png
226,256,2147.png
231,256,2148.png
228,256,2149.png
228,256,2150.png
231,256,2151.png
231,256,2152.png
231,259,2153.png
229,255,2154.png
229,255,2155.png
225,255,2156.png
229,242,2157.png
229,242,2158.png
229,242,2159.png
229,242,2160.png
229,242,2161.png
229,242,2162.png
229,242,2163.png
229,242,2164.png
229,236,2165.png
229,236,2166.png
229,231,2167.png
232,231,2168.png
230,231,2169.png
230,231,2170.png
229,235,2171.png
229,235,2172.png
229,235,2173.png
229,235,2174.png
229,235,2175.png
229,235,2176.png
233,235,2177.png
230,235,2178.png
228,235,2179.png
228,235,2180.png
232,221,2181.png
232,222,2182.png
232,222,2183.png
231,222,2184.png
231,222,2185.png
232,226,2186.png
232,225,2187.png
233,225,2188.png
230,219,2189.png
233,219,2190.png
233,219,2191.png
233,219,2192.png
233,219,2193.png
233,219,2194.png
236,219,2195.png
231,213,2196.png
232,217,2197.png
236,219,2198.png
232,218,2199.png
232,218,2200.png
234,218,2201.png
234,218,2202.png
234,218,2203.png
234,218,2204.png
235,206,2205.png
235,206,2206.png
229,207,2207.png
233,207,2208.png
233,207,2209.png
233,207,2210.png
233,207,2211.png
233,207,2212.png
235,201,2213.png
235,201,2214.png
235,201,2215.png
235,201,2216.png
235,201,2217.png
235,201,2218.png
235,201,2219.png
235,201,2220.png
235,201,2221.png
235,201,2222.png
235,201,2223.png
235,201,2224.png
232,201,2225.png
233,201,2226.png
236,201,2227.png
236,201,2228.png
239,194,2229.png
239,194,2230.png
238,189,2231.png
238,189,2232.png
238,189,2233.png
238,194,2234.png
242,192,2235.png
242,191,2236.png
239,191,2237.png
240,187,2238.png
240,187,2239.png
240,187,2240.png
242,187,2241.png
239,187,2242.png
240,187,2243.png
242,187,2244.png
240,186,2245.png
242,187,2246.png
242,187,2247.png
239,187,2248.png
240,187,2249.png
238,187,2250.png
242,187,2251.png
237,187,2252.png
247,183,2253.png
242,181,2254.png
244,183,2255.png
246,182,2256.png
246,182,2257.png
243,182,2258.png
245,182,2259.png
247,182,2260.png
244,182,2261.png
245,181,2262.png
244,179,2263.png
246,179,2264.png
246,180,2265.png
251,179,2266.png
250,178,2267.png
250,178,2268.png
248,178,2269.png
248,178,2270.png
247,178,2271.png
247,181,2272.png
247,179,2273.png
247,180,2274.png
247,186,2275.png
248,180,2276.png
248,180,2277.png
247,175,2278.png
250,175,2279.png
249,175,2280.png
249,175,2281.png
249,175,2282.png
249,175,2283.png
247,175,2284.png
249,175,2285.png
249,175,2286.png
250,173,2287.png
250,173,2288.png
251,173,2289.png
248,173,2290.png
252,173,2291.png
250,173,2292.png
250,173,2293.png
250,172,2294.png
250,174,2295.png
250,174,2296.png
250,174,2297.png
247,174,2298.png
252,174,2299.png
248,174,2300.png
250,174,2301.png
253,170,2302.png
253,172,2303.png
253,167,2304.png
250,172,2305.png
253,173,2306.png
253,173,2307.png
253,173,2308.png
253,173,2309.png
254,168,2310.png
254,170,2311.png
254,170,2312.png
253,170,2313.png
257,170,2314.png
254,170,2315.png
254,171,2316.png
254,171,2317.png
252,168,2318.png
255,168,2319.png
255,168,2320.png
253,168,2321.png
253,168,2322.png
256,168,2323.png
253,168,2324.png
253,168,2325.png
255,167,2326.png
255,166,2327.png
255,166,2328.png
255,166,2329.png
255,166,2330.png
255,166,2331.png
255,166,2332.png
259,165,2333.png
255,166,2334.png
257,160,2335.png
256,163,2336.png
256,163,2337.png
255,163,2338.png
255,163,2339.png
257,163,2340.png
257,163,2341.png
256,163,2342.png
253,161,2343.png
258,161,2344.png
255,161,2345.png
257,161,2346.png
257,162,2347.png
257,162,2348.png
257,161,2349.png
253,156,2350.png
255,156,2351.png
255,155,2352.png
255,155,2353.png
255,155,2354.png
255,155,2355.png
255,155,2356.png
255,155,2357.png
255,155,2358.png
257,151,2359.png
253,153,2360.png
255,150,2361.png
257,154,2362.png
253,154,2363.png
253,151,2364.png
256,151,2365.png
259,156,2366.png
254,156,2367.png
253,152,2368.png
257,151,2369.png
259,152,2370.png
255,156,2371.png
254,151,2372.png
255,146,2373.png
255,146,2374.png
258,145,2375.png
263,143,2376.png
259,145,2377.png
256,143,2378.png
253,143,2379.png
259,146,2380.png
262,148,2381.png
265,147,2382.png
264,145,2383.png
260,143,2384.png
257,143,2385.png
257,146,2386.png
259,146,2387.png
260,146,2388.png
261,143,2389.png
258,142,2390.png
256,142,2391.png
255,145,2392.png
260,144,2393.png
262,143,2394.png
259,141,2395.png
255,141,2396.png
262,138,2397.png
261,135,2398.png
258,137,2399.png
260,139,2400.png
264,139,2401.png
264,137,2402.png
266,135,2403.png
264,134,2404.png
263,135,2405.png
263,134,2406.png
262,134,2407.png
265,134,2408.png
264,134,2409.png
262,138,2410.png
262,136,2411.png
266,134,2412.png
264,135,2413.png
264,134,2414.png
264,134,2415.png
263,134,2416.png
265,134,2417.png
263,132,2418.png
262,134,2419.png
264,134,2420.png
267,127,2421.png
267,125,2422.png
262,124,2423.png
263,124,2424.png
264,123,2425.png
265,122,2426.png
264,124,2427.png
263,124,2428.png
262,122,2429.png
264,118,2430.png
264,117,2431.png
261,116,2432.png
266,116,2433.png
268,116,2434.png
268,116,2435.png
264,117,2436.png
268,121,2437.png
264,117,2438.png
262,117,2439.png
269,118,2440.png
263,117,2441.png
265,116,2442.png
268,116,2443.png
261,121,2444.png
265,104,2445.png
264,108,2446.png
262,108,2447.png
268,108,2448.png
264,108,2449.png
265,105,2450.png
265,108,2451.png
262,106,2452.png
267,109,2453.png
264,103,2454.png
265,102,2455.png
262,102,2456.png
266,104,2457.png
262,102,2458.png
265,101,2459.png
265,101,2460.png
268,105,2461.png
263,100,2462.png
267,100,2463.png
265,102,2464.png
266,102,2465.png
263,104,2466.png
266,102,2467.png
262,101,2468.png
265,101,2469.png
267,97,2470.png
264,95,2471.png
268,97,2472.png
265,95,2473.png
267,94,2474.png
269,95,2475.png
263,94,2476.png
267,94,2477.png
264,94,2478.png
269,92,2479.png
266,93,2480.png
269,93,2481.png
266,94,2482.png
266,90,2483.png
271,91,2484.png
266,92,2485.png
270,94,2486.png
266,93,2487.png
268,91,2488.png
266,91,2489.png
272,91,2490.png
266,89,2491.png
266,92,2492.png
269,92,2493.png
266,89,2494.png
266,86,2495.png
272,88,2496.png
266,89,2497.png
266,89,2498.png
269,90,2499.png
267,84,2500.png
270,89,2501.png
266,88,2502.png
266,86,2503.png
270,87,2504.png
268,87,2505.png
270,87,2506.png
267,89,2507.png
265,87,2508.png
267,86,2509.png
268,87,2510.png
266,88,2511.png
265,88,2512.png
264,87,2513.png
264,87,2514.png
267,86,2515.png
269,86,2516.png
269,86,2517.png
270,88,2518.png
270,89,2519.png
268,90,2520.png
266,90,2521.png
266,89,2522.png
267,87,2523.png
270,87,2524.png
273,90,2525.png
269,91,2526.png
266,91,2527.png
266,91,2528.png
266,89,2529.png
270,89,2530.png
271,89,2531.png
270,92,2532.png
268,92,2533.png
268,88,2534.png
270,89,2535.png
272,90,2536.png
269,91,2537.png
268,91,2538.png
266,90,2539.png
269,90,2540.png
273,91,2541.png
273,93,2542.png
270,94,2543.png
268,94,2544.png
266,94,2545.png
266,95,2546.png
269,98,2547.png
272,97,2548.png
271,95,2549.png
269,95,2550.png
269,95,2551.png
266,98,2552.png
272,100,2553.png
271,98,2554.png
269,100,2555.png
264,101,2556.png
264,97,2557.png
268,97,2558.png
272,97,2559.png
273,98,2560.png
270,101,2561.png
268,101,2562.png
266,99,2563.png
266,97,2564.png
268,103,2565.png
272,102,2566.png
275,103,2567.png
273,106,2568.png
269,109,2569.png
274,105,2570.png
275,107,2571.png
275,107,2572.png
269,109,2573.png
269,112,2574.png
270,113,2575.png
275,113,2576.png
275,113,2577.png
272,112,2578.png
266,114,2579.png
267,116,2580.png
270,117,2581.png
276,117,2582.png
276,115,2583.png
272,115,2584.png
269,117,2585.png
270,119,2586.png
277,120,2587.png
276,117,2588.png
270,119,2589.png
269,124,2590.png
269,127,2591.png
274,127,2592.png
276,125,2593.png
269,124,2594.png
268,128,2595.png
270,128,2596.png
275,126,2597.png
271,124,2598.png
268,124,2599.png
268,128,2600.png
270,129,2601.png
276,130,2602.png
270,131,2603.png
270,129,2604.png
270,128,2605.png
275,130,2606.png
270,131,2607.png
268,128,2608.png
272,128,2609.png
274,131,2610.png
268,132,2611.png
270,130,2612.png
273,127,2613.png
271,136,2614.png
267,137,2615.png
266,138,2616.png
269,140,2617.png
269,140,2618.png
265,139,2619.png
272,139,2620.png
276,142,2621.png
273,153,2622.png
268,149,2623.png
266,147,2624.png
263,146,2625.png
268,143,2626.png
272,146,2627.png
271,149,2628.png
265,149,2629.png
263,144,2630.png
266,146,2631.png
270,148,2632.png
269,150,2633.png
265,150,2634.png
264,145,2635.png
269,145,2636.png
267,153,2637.png
269,158,2638.png
269,156,2639.png
264,156,2640.png
265,160,2641.png
269,160,2642.png
269,158,2643.png
267,157,2644.png
264,155,2645.png
267,161,2646.png
266,163,2647.png
264,163,2648.png
266,163,2649.png
268,165,2650.png
266,167,2651.png
264,166,2652.png
264,165,2653.png
266,164,2654.png
267,164,2655.png
265,160,2656.png
264,161,2657.png
266,165,2658.png
268,165,2659.png
267,165,2660.png
264,164,2661.png
264,170,2662.png
263,170,2663.png
260,172,2664.png
262,170,2665.png
262,170,2666.png
259,172,2667.png
263,172,2668.png
262,172,2669.png
261,172,2670.png
264,172,2671.png
263,174,2672.png
261,174,2673.png
261,177,2674.png
258,175,2675.png
262,171,2676.png
266,172,2677.png
264,174,2678.png
261,174,2679.png
261,174,2680.png
264,172,2681.png
263,172,2682.png
264,174,2683.png
261,176,2684.png
258,174,2685.png
265,181,2686.png
260,184,2687.png
259,180,2688.png
264,181,2689.png
264,181,2690.png
258,183,2691.png
258,183,2692.png
264,185,2693.png
257,187,2694.png
260,185,2695.png
264,188,2696.png
260,191,2697.png
258,190,2698.png
261,189,2699.png
264,190,2700.png
260,190,2701.png
257,190,2702.png
262,187,2703.png
265,189,2704.png
262,190,2705.png
259,190,2706.png
259,187,2707.png
267,187,2708.png
267,187,2709.png
260,194,2710.png
259,197,2711.png
255,198,2712.png
255,195,2713.png
262,194,2714.png
265,196,2715.png
265,198,2716.png
256,202,2717.png
257,200,2718.png
265,198,2719.png
265,204,2720.png
258,206,2721.png
258,201,2722.png
269,204,2723.png
269,207,2724.png
260,202,2725.png
255,203,2726.png
257,199,2727.png
264,200,2728.png
261,204,2729.png
257,202,2730.png
259,200,2731.png
263,201,2732.png
254,201,2733.png
264,202,2734.png
261,206,2735.png
258,207,2736.png
257,204,2737.png
262,209,2738.png
259,212,2739.png
257,212,2740.png
264,214,2741.png
256,218,2742.png
264,219,2743.png
259,218,2744.png
259,218,2745.png
262,216,2746.png
257,218,2747.png
262,216,2748.png
262,218,2749.png
262,218,2750.png
259,217,2751.png
261,216,2752.png
262,217,2753.png
262,217,2754.png
258,217,2755.png
264,219,2756.png
265,230,2757.png
262,229,2758.png
268,233,2759.png
266,228,2760.png
262,228,2761.png
260,225,2762.png
264,225,2763.png
268,226,2764.png
268,230,2765.png
264,235,2766.png
266,240,2767.png
270,236,2768.png
265,234,2769.png
268,234,2770.png
269,238,2771.png
265,237,2772.png
267,234,2773.png
267,234,2774.png
269,234,2775.png
269,234,2776.png
268,234,2777.png
266,234,2778.png
265,239,2779.png
269,237,2780.png
268,234,2781.png
266,241,2782.png
271,244,2783.png
269,245,2784.png
266,244,2785.png
269,243,2786.png
272,245,2787.png
268,246,2788.png
265,245,2789.png
270,248,2790.png
268,251,2791.png
266,248,2792.png
